S-560758;49.7115908087096;12.775167268874;Bor;Česká republika;F-2214;49.6474338;12.4082059;Pleystein;Německo;2003
S-560758;49.7115908087096;12.775167268874;Bor;Česká republika;F-2213;49.541866;12.163052;Wernberg-Köblitz;Německo;2010
S-560863;49.8310163933595;12.5793892687707;Halže;Česká republika;F-3150;49.8096722;12.4377581;Bärnau;Německo;1999
S-560863;49.8310163933595;12.5793892687707;Halže;Česká republika;F-3151;49.4433252;12.2735328;Guteneck;Německo;2011
S-560952;49.8811532553744;12.9778714112522;Konstantinovy Lázně;Česká republika;F-3215;50.2213154;12.3079705;Bad Brambach;Německo;1994
S-560952;49.8811532553744;12.9778714112522;Konstantinovy Lázně;Česká republika;F-3217;42.918916;10.761376;Follonica;Itálie;2005
S-560952;49.8811532553744;12.9778714112522;Konstantinovy Lázně;Česká republika;F-3216;49.9803022;12.4441067;Neualbenreuth;Německo;1994
S-561134;49.8681544615763;12.7437808129061;Planá;Česká republika;F-2733;49.8817161;12.3303441;Tirschenreuth;Německo;2008
S-561169;49.6681581706286;12.5518890540943;Rozvadov;Česká republika;F-3399;49.6417301;12.4962639;Waidhaus;Německo;1990
S-561215;49.7529376451952;13.0040953348656;Stříbro;Česká republika;F-2853;49.0670187;10.3259395;Dinkelsbühl;Německo;1998
S-561215;49.7529376451952;13.0040953348656;Stříbro;Česká republika;F-2852;43.8448675;13.0168824;Fano;Itálie;2001
S-561215;49.7529376451952;13.0040953348656;Stříbro;Česká republika;F-2851;46.721247;-0.588834;Moncoutant;Francie;2009
S-561215;49.7529376451952;13.0040953348656;Stříbro;Česká republika;F-2159;50.4166667;12.1666667;Oelsnitz;Německo;2002
S-561215;49.7529376451952;13.0040953348656;Stříbro;Česká republika;F-2850;49.6215915;12.3413835;Vohenstraus;Německo;1990
S-554812;50.170300434423;12.3614194645333;Skalná;Česká republika;F-3410;49.935551;11.9733568;Neusorg;Německo;1991
S-554481;50.0796353859944;12.3739013921564;Cheb;Česká republika;F-2405;50.3135391;11.9127814;Hof;Německo;2004
S-554481;50.0796353859944;12.3739013921564;Cheb;Česká republika;F-2404;57.9166667;59.9666667;Nižní Tagil;Rusko;1990
S-554481;50.0796353859944;12.3739013921564;Cheb;Česká republika;F-2403;52.0057368;6.0279594;Rheden;Nizozemsko;1990
S-554499;50.2238727387336;12.1949581708596;Aš;Česká republika;F-2160;37.7950174;15.2103915;Fiumefreddo di Sicilia;Itálie;0
S-554499;50.2238727387336;12.1949581708596;Aš;Česká republika;F-2159;50.4166667;12.1666667;Oelsnitz;Německo;0
S-554499;50.2238727387336;12.1949581708596;Aš;Česká republika;F-2158;50.4976133;12.1368679;Plauen;Německo;0
S-554499;50.2238727387336;12.1949581708596;Aš;Česká republika;F-2157;50.2483932;12.0351604;Rehau;Německo;0
S-554618;50.1281615564807;12.2307941153406;Libá;Česká republika;F-3251;50.0953502;12.2196079;Hohenberg a.d. Eger;Německo;2004
S-554634;50.2524850998691;12.4059255888046;Luby;Česká republika;F-3260;50.3119351;12.3747887;Erlbach;Německo;2004
S-554642;49.9645870869627;12.701177222011;Mariánské Lázně;Česká republika;F-2585;50.225361;8.620276;Bad Homburg;Německo;1991
S-554642;49.9645870869627;12.701177222011;Mariánské Lázně;Česká republika;F-2584;43.0450185;11.8134444;Chianciano;Itálie;0
S-554642;49.9645870869627;12.701177222011;Mariánské Lázně;Česká republika;F-2583;48.642446;2.2298809;Marcoussis;Francie;0
S-554642;49.9645870869627;12.701177222011;Mariánské Lázně;Česká republika;F-2404;57.9166667;59.9666667;Nižní Tagil;Rusko;2007
S-554642;49.9645870869627;12.701177222011;Mariánské Lázně;Česká republika;F-2582;49.6743636;12.1489337;Weiden;Německo;2008
S-538868;50.0856815433526;12.2840883657266;Pomezí nad Ohří;Česká republika;F-3356;50.0780951;12.228463;Schirnding;Německo;2003
S-538906;50.0557746181654;12.5475871899212;Milíkov;Česká republika;F-3298;49.9875773;10.2480029;Schwebheim;Německo;1994
S-554961;50.221321928232;12.8860716604697;Karlovy Vary;Česká republika;F-2481;48.76564;8.2285242;Baden-Baden;Německo;1998
S-554961;50.221321928232;12.8860716604697;Karlovy Vary;Česká republika;F-2480;49.9197888;7.0626677;Bernkastel-Kues;Německo;2000
S-554961;50.221321928232;12.8860716604697;Karlovy Vary;Česká republika;F-2479;33.1580933;-117.3505939;Carlsbad;Spojené státy americké;1991
S-554961;50.221321928232;12.8860716604697;Karlovy Vary;Česká republika;F-2478;41.4929005;13.8305659;Cassino;Itálie;1991
S-554961;50.221321928232;12.8860716604697;Karlovy Vary;Česká republika;F-2477;35.0131341;135.959936;Kusatsu;Japonsko;1992
S-554961;50.221321928232;12.8860716604697;Karlovy Vary;Česká republika;F-2476;46.1679583;8.7889791;Locarno;Švýcarsko;1965
S-554961;50.221321928232;12.8860716604697;Karlovy Vary;Česká republika;F-2475;57.107118;12.2520907;Varberg;Švédsko;2004
S-554961;50.221321928232;12.8860716604697;Karlovy Vary;Česká republika;F-2474;43.874537;10.2568888;Viareggio;Itálie;1987
S-555029;50.1509003612786;13.045169147758;Bochov;Česká republika;F-3063;50.0763192;12.1265956;Markt Thiersheim;Německo;2009
S-555398;50.2709220399264;12.784214263599;Nová Role;Česká republika;F-3322;49.0852765;11.62266;Breitenbrunn;Německo;2007
S-555428;50.3059301267702;12.9390697725827;Ostrov;Česká republika;F-2710;48.8590879;8.2095756;Rastatt;Německo;1991
S-555428;50.3059301267702;12.9390697725827;Ostrov;Česká republika;F-2709;50.0403014;12.0050376;Wunsiedel;Německo;2009
S-560286;50.1813023410345;12.6400925848706;Sokolov;Česká republika;F-2841;50.6492736;11.3661502;Saalfeld;Německo;1974
S-560286;50.1813023410345;12.6400925848706;Sokolov;Česká republika;F-2840;49.3198883;12.1091352;Schwandorf;Německo;2000
S-560294;50.1455761846394;12.6499511992759;Březová;Česká republika;F-3078;50.5829349;11.9973162;Pausa;Německo;2005
S-560367;50.1386346615961;12.8075769644422;Horní Slavkov;Česká republika;F-2375;50.0577948;12.1893693;Arzberg;Německo;2007
S-560367;50.1386346615961;12.8075769644422;Horní Slavkov;Česká republika;F-2374;50.3045979;19.3880198;Slawkow;Polsko;2000
S-560367;50.1386346615961;12.8075769644422;Horní Slavkov;Česká republika;F-2373;50.5435667;12.0783298;Syrau;Německo;2009
S-560472;50.3237304311896;12.5174550918974;Kraslice;Česká republika;F-2508;50.370718;12.4681708;Klingenthal;Německo;1971
S-560499;50.1189279169713;12.5302564368861;Kynšperk nad Ohří;Česká republika;F-2543;50.0612012;11.60227;Himmelkron;Německo;2001
S-560537;50.1860052893794;12.7540412047574;Loket;Česká republika;F-2571;48.2253313;10.1012701;Illertissen;Německo;2000
S-562335;50.7821486590369;14.2147963004522;Děčín;Česká republika;F-2295;55.0728562;24.2791208;Jonava;Litva;2005
S-562335;50.7821486590369;14.2147963004522;Děčín;Česká republika;F-2294;50.9527757;13.9381737;Pirna;Německo;1998
S-562335;50.7821486590369;14.2147963004522;Děčín;Česká republika;F-2292;49.081876;19.3077347;Ružomberk;Slovensko;2008
S-562351;50.7415835561247;14.3123996264521;Benešov nad Ploučnicí;Česká republika;F-2172;50.9758426;13.8661223;Heidenau;Německo;1992
S-562882;50.9115406879917;14.6182352381341;Varnsdorf;Česká republika;F-2951;50.8937654;14.6629689;Grossschönau;Německo;1997
S-562882;50.9115406879917;14.6182352381341;Varnsdorf;Česká republika;F-2950;51.0962292;14.6701781;Löbau;Německo;2000
S-562882;50.9115406879917;14.6182352381341;Varnsdorf;Česká republika;F-2949;50.9352877;14.6074418;Seifhennersdorf;Německo;0
S-562971;50.4604778461946;13.4178008068029;Chomutov;Česká republika;F-2412;50.578587;13.0075835;Annaberg-Buchholz;Německo;1999
S-562971;50.4604778461946;13.4178008068029;Chomutov;Česká republika;F-2411;44.404025;8.680979;Arenzano;Itálie;2005
S-562971;50.4604778461946;13.4178008068029;Chomutov;Česká republika;F-2410;51.797014;11.73421;Bernburg;Německo;1995
S-562971;50.4604778461946;13.4178008068029;Chomutov;Česká republika;F-2409;49.5651125;9.7003795;Lauda-Königshofen;Německo;2000
S-563099;50.4997951463412;13.4477066755198;Jirkov;Česká republika;F-2464;50.8666883;13.3236602;Brand-Erbisdorf;Německo;0
S-563102;50.3759868498208;13.2713184940273;Kadaň;Česká republika;F-2467;50.5873296;12.699016;Aue;Německo;2006
S-563102;50.3759868498208;13.2713184940273;Kadaň;Česká republika;F-2466;50.733333;4.233333;Halle;Belgie;2003
S-563129;50.3844566573176;13.171287602879;Klášterec nad Ohří;Česká republika;F-2486;52.2131825;5.2864096;Baarn;Nizozemsko;1994
S-563129;50.3844566573176;13.171287602879;Klášterec nad Ohří;Česká republika;F-2485;50.6286597;13.1200959;Grossrückerswalde;Německo;2009
S-563242;50.4470513714624;13.2673183245755;Místo;Česká republika;F-3301;50.5578866;12.9519534;Stadt Schlettau;Německo;2004
S-564567;50.5334752263209;14.1318142956376;Litoměřice;Česká republika;F-2557;50.691652;2.884218;Armentieres;Francie;1998
S-564567;50.5334752263209;14.1318142956376;Litoměřice;Česká republika;F-2556;14.1876712;121.1250825;Calamba;Filipíny;2006
S-564567;50.5334752263209;14.1318142956376;Litoměřice;Česká republika;F-2555;8.6253193;123.3945709;Dapitan;Filipíny;2006
S-564567;50.5334752263209;14.1318142956376;Litoměřice;Česká republika;F-2554;50.5558095;9.6808449;Fulda;Německo;2001
S-564567;50.5334752263209;14.1318142956376;Litoměřice;Česká republika;F-2553;51.1617842;13.4976592;Meissen;Německo;1996
S-565555;50.4252795074043;14.2617581656822;Roudnice nad Labem;Česká republika;F-2801;51.8322023;12.1833351;Dessau-Rosslau;Německo;2004
S-565555;50.4252795074043;14.2617581656822;Roudnice nad Labem;Česká republika;F-2800;45.6767619;0.219218;Ruelle sur Touvre;Francie;1992
S-565776;50.4580633929614;13.8992740874057;Třebívlice;Česká republika;F-3467;51.395255;12.374661;Wiederitzsch;Německo;2001
S-565971;50.3569883748927;13.7966861219621;Louny;Česká republika;F-2576;51.854654;4.535238;Barendrecht;Nizozemsko;1991
S-565971;50.3569883748927;13.7966861219621;Louny;Česká republika;F-2575;48.3298602;19.6637354;Lučenec;Slovensko;0
S-565971;50.3569883748927;13.7966861219621;Louny;Česká republika;F-2574;48.377846;2.7951609;Veneux - Les Sablons;Francie;2004
S-565971;50.3569883748927;13.7966861219621;Louny;Česká republika;F-2573;50.7501486;13.0729289;Zschopau;Německo;1972
S-566713;50.3506068394291;13.9077178336375;Slavětín;Česká republika;F-3412;50.799108;13.1652132;Leubsdorf;Německo;2005
S-566985;50.3271705043462;13.545784036728;Žatec;Česká republika;F-3043;50.98411;23.17194;Krasnystaw;Polsko;0
S-566985;50.3271705043462;13.545784036728;Žatec;Česká republika;F-3042;50.85;2.7166667;Poperinge;Belgie;0
S-566985;50.3271705043462;13.545784036728;Žatec;Česká republika;F-3041;50.6712877;12.9492562;Thum;Německo;0
S-566985;50.3271705043462;13.545784036728;Žatec;Česká republika;F-3040;46.2519829;15.1649898;Žalec;Slovinsko;0
S-546879;50.3124878941987;13.7999298497717;Líšťany;Česká republika;F-3256;50.5895197;13.0717244;Mildenau;Německo;2004
S-542547;50.3469798738375;13.8526570743607;Blšany u Loun;Česká republika;F-3055;50.799108;13.1652132;Leubzdorf;Německo;2001
S-567027;50.5030073626823;13.6361909366315;Most;Česká republika;F-2617;50.6503661;13.1622883;Marienberg;Německo;1992
S-567027;50.5030073626823;13.6361909366315;Most;Česká republika;F-2616;52.697361;6.197334;Meppel;Nizozemsko;1999
S-567256;50.6006869822929;13.6111317957171;Litvínov;Česká republika;F-2569;48.6912267;2.6103697;Brie-Comte-Robert;Francie;2011
S-567256;50.6006869822929;13.6111317957171;Litvínov;Česká republika;F-2568;50.6568727;13.3411267;Olbernhau;Německo;1992
S-567311;50.6211534653156;13.598720700118;Meziboří;Česká republika;F-3283;50.7108423;13.423483;Sayda;Německo;1995
S-567311;50.6211534653156;13.598720700118;Meziboří;Česká republika;F-3284;44.0056296;12.301574;Sogliano al Rubicone;Itálie;1991
S-567329;50.5947407500165;13.482464246073;Nová Ves v Horách;Česká republika;F-3326;50.6054143;13.4643637;Deutschneudorf;Německo;2000
S-567337;50.5049766124688;13.695414078202;Obrnice;Česká republika;F-2573;50.7501486;13.0729289;Zschopau;Německo;2011
S-567451;50.5485406232699;13.7753638861938;Bílina;Česká republika;F-2188;44.127204;4.083352;Ales;Francie;0
S-567451;50.5485406232699;13.7753638861938;Bílina;Česká republika;F-2187;50.54099;22.72198;Bilgoraj;Polsko;1994
S-567451;50.5485406232699;13.7753638861938;Bílina;Česká republika;F-2186;49.1337354;10.0633573;Crailsheim;Německo;0
S-567451;50.5485406232699;13.7753638861938;Bílina;Česká republika;F-2185;50.8951322;13.6684411;Dippoldiswalde;Německo;2005
S-567451;50.5485406232699;13.7753638861938;Bílina;Česká republika;F-2184;50.7333333;24.1666667;Nowowolynsk;Ukrajina;2000
S-567451;50.5485406232699;13.7753638861938;Bílina;Česká republika;F-2183;57.3308698;10.5166278;Saeby;Dánsko;1992
S-567451;50.5485406232699;13.7753638861938;Bílina;Česká republika;F-2182;49.2026191;21.6518245;Stropkov;Slovensko;2008
S-567515;50.6037639567012;13.7462278233744;Duchcov;Česká republika;F-2313;49.7019294;9.2559213;Miltenberg;Německo;2004
S-567515;50.6037639567012;13.7462278233744;Duchcov;Česká republika;F-2312;50.8083724;13.4121873;Mulda;Německo;2005
S-567523;50.6308134981913;13.7125982721591;Háj u Duchcova;Česká republika;F-3146;50.944347;13.7589163;Kreischa;Německo;2003
S-567698;50.4804162113803;13.8179907578319;Měrunice;Česká republika;F-3279;51.3833896;10.3294019;Beuren, obecní část města Leinefelde - Worbis;Německo;2004
S-567698;50.4804162113803;13.8179907578319;Měrunice;Česká republika;F-3281;50.7195979;13.1926299;Reifland - obecní část města Lengefeld;Německo;2005
S-567779;50.6227095906405;13.6858758169559;Osek;Česká republika;F-2691;50.8012443;13.5372311;Frauenstein;Německo;2010
S-567779;50.6227095906405;13.6858758169559;Osek;Česká republika;F-2690;50.7195979;13.1926299;Lengefeld;Německo;2009
S-568007;50.6731789640909;13.9418611933212;Chabařovice;Česká republika;F-3543;50.6763693;13.0166953;Drebach;Německo;0
S-568007;50.6731789640909;13.9418611933212;Chabařovice;Česká republika;F-3544;49.2716439;20.2621211000001;Ždiar;Slovensko;0
S-553697;50.6428596280813;13.9945092786479;Trmice;Česká republika;F-3465;50.1716068;8.4657025;Königstein;Německo;2002
S-561495;50.5647086150885;14.6555269036472;Doksy;Česká republika;F-2306;50.9245;16.10378;Bolków;Polsko;2006
S-561495;50.5647086150885;14.6555269036472;Doksy;Česká republika;F-2305;50.8422;14.7428;Oybin;Německo;2005
S-561681;50.7735848082412;14.4728741391855;Kamenický Šenov;Česká republika;F-3197;48.9897888;13.3010132;Frauenau;Německo;2008
S-561681;50.7735848082412;14.4728741391855;Kamenický Šenov;Česká republika;F-3195;50.625307;6.9477005;Rheinbach;Německo;2002
S-561681;50.7735848082412;14.4728741391855;Kamenický Šenov;Česká republika;F-3198;51.5043518;14.6345926;Weisswasser;Německo;2004
S-561681;50.7735848082412;14.4728741391855;Kamenický Šenov;Česká republika;F-3196;49.0177574;13.2379307;Zwiesel;Německo;2008
S-561835;50.6586843956218;14.7247357264992;Mimoň;Česká republika;F-2601;48.4261502;18.6365627;Nová Baňa;Slovensko;2008
S-561835;50.6586843956218;14.7247357264992;Mimoň;Česká republika;F-2600;50.4166667;12.1666667;Oelzsnitz;Německo;2000
S-561835;50.6586843956218;14.7247357264992;Mimoň;Česká republika;F-2599;51.1259316;15.9213852;Zlotoryia;Polsko;2000
S-561860;50.7576064776666;14.5555564759027;Nový Bor;Česká republika;F-2653;51.4177778;57.5833333;Mednogorsk;Rusko;2007
S-561860;50.7576064776666;14.5555564759027;Nový Bor;Česká republika;F-2305;50.8422;14.7428;Oybin;Německo;2007
S-563510;50.7243056737817;15.1710630653672;Jablonec nad Nisou;Česká republika;F-2429;51.177515;14.4334217;Budyšín;Německo;1993
S-563510;50.7243056737817;15.1710630653672;Jablonec nad Nisou;Česká republika;F-2428;50.9044171;15.7193616;Jelení Hora;Polsko;2007
S-563510;50.7243056737817;15.1710630653672;Jablonec nad Nisou;Česká republika;F-2427;47.8830175;10.625966;Kaufbeuren;Německo;2009
S-563510;50.7243056737817;15.1710630653672;Jablonec nad Nisou;Česká republika;F-2426;50.7102169;12.4733725;Zwickau;Německo;2001
S-563790;50.6837875955477;15.149776934604;Rychnov u Jablonce nad Nisou;Česká republika;F-3404;51.3606414;15.7642535;Gromadka;Polsko;2011
S-563811;50.738199039244;15.2463769116069;Smržovka;Česká republika;F-3417;53.0189292;23.1410361;Juchnowiec Koscielny;Polsko;2007
S-563811;50.738199039244;15.2463769116069;Smržovka;Česká republika;F-3415;48.014409;-4.487751;Plouhinec;Francie;1994
S-563811;50.738199039244;15.2463769116069;Smržovka;Česká republika;F-3418;51.1521139;14.1361724;Rammenau;Německo;1998
S-563811;50.738199039244;15.2463769116069;Smržovka;Česká republika;F-3416;46.4928216;11.1300048;Unsere Liebe Frau im Walde – Sankt Felix;Itálie;1994
S-563811;50.738199039244;15.2463769116069;Smržovka;Česká republika;F-3414;49.9418362;11.7218379;Weidenberg;Německo;1993
S-563820;50.7373527263849;15.3058354520317;Tanvald;Česká republika;F-2890;50.7506214;8.0814499;Burbach;Německo;1991
S-563820;50.7373527263849;15.3058354520317;Tanvald;Česká republika;F-2889;51.0126464;15.510661;Lubomerz;Polsko;2009
S-563820;50.7373527263849;15.3058354520317;Tanvald;Česká republika;F-2888;51.3829525;14.2420859;Wittichenau;Německo;1992
S-564036;51.0190332759528;15.0651299025857;Habartice;Česká republika;F-3144;51.02545;15.06215;Město Zawidów;Polsko;2006
S-564044;50.87719994156;15.1816542885422;Hejnice;Česká republika;F-3153;51.2070067;16.1553231;Leknica;Polsko;2000
S-564061;50.6658590763098;15.089840839022;Hodkovice nad Mohelkou;Česká republika;F-2350;51.2879708;15.2299326;Wegliniec;Polsko;0
S-564117;50.8169231434873;14.9688251149266;Chrastava;Česká republika;F-2415;48.8912508;11.189986;Eichstätt;Německo;2002
S-564117;50.8169231434873;14.9688251149266;Chrastava;Česká republika;F-2414;51.1095792;15.5905136;Lwówek Śląski;Polsko;2007
S-564141;50.6101661581963;15.0043273067417;Kobyly;Česká republika;F-3210;49.2135319;21.2967949;Kobyly;Slovensko;2003
S-564141;50.6101661581963;15.0043273067417;Kobyly;Česká republika;F-3211;53.3212027;18.5055028;Stolno;Polsko;2005
S-564265;50.9249113539652;15.2294029602479;Nové Město pod Smrkem;Česká republika;F-2651;51.8419861;16.5937545;Leśna;Polsko;1994
S-564265;50.9249113539652;15.2294029602479;Nové Město pod Smrkem;Česká republika;F-2650;50.9704636;15.3858774;Mirsk;Polsko;1996
S-564265;50.9249113539652;15.2294029602479;Nové Město pod Smrkem;Česká republika;F-2649;50.9087219;15.3431045;Świeradów-Zdrój;Polsko;2007
S-564290;50.6948853811128;14.9213688333436;Osečná;Česká republika;F-3336;51.1449432;16.047285;Krotoszyce;Polsko;0
S-564290;50.6948853811128;14.9213688333436;Osečná;Česká republika;F-3335;51.1457897;14.8846716;Markersdorf;Německo;0
S-564290;50.6948853811128;14.9213688333436;Osečná;Česká republika;F-2953;45.2829814;9.2975185;Torrevecchia Pia;Itálie;2011
S-564354;50.5781280744603;15.0838893325607;Příšovice;Česká republika;F-3371;50.8999681;14.8029971;Zittau;Německo;2009
S-546607;50.8926450543097;15.0365491213629;Dětřichov;Česká republika;F-3111;50.8961761;14.8451047;Sieniawka;Polsko;2008
S-547476;50.7241668094335;15.4009454394279;Paseky nad Jizerou;Česká republika;F-3343;50.9363709;15.7429919;Jezow Sudecki;Polsko;2003
S-547476;50.7241668094335;15.4009454394279;Paseky nad Jizerou;Česká republika;F-3344;48.3652069;11.4634293;Vierkirchen;Německo;2007
S-577006;50.6400695042982;15.3370837680984;Bozkov;Česká republika;F-3070;51.1336653;16.4118853;Wielke Janowice;Polsko;2008
S-577162;50.7034693153441;15.4295709384487;Jablonec nad Jizerou;Česká republika;F-3185;50.1200675;8.5233679;Sulzbach am Taunus;Německo;1987
S-577456;50.7256113624224;15.4335536076767;Rokytnice nad Jizerou;Česká republika;F-2795;50.95167;15.92209;Wojcieszow;Polsko;2007
S-577472;50.5353155348509;15.2593981022972;Rovensko pod Troskami;Česká republika;F-3394;51.0730915;16.0967344;Mecinka;Polsko;0
S-571105;50.2696400863351;15.9789384791763;Výrava;Česká republika;F-3514;49.1916705;22.0056222;obec Výrava, Prešovský kraj;Slovensko;2007
S-571105;50.2696400863351;15.9789384791763;Výrava;Česká republika;F-3516;49.1916705;22.0056222;Výrava;Slovensko;2007
S-569810;50.2092264698809;15.8327611359683;Hradec Králové;Česká republika;F-2392;44.9132168;8.6169507;Alessandria;Itálie;1961
S-569810;50.2092264698809;15.8327611359683;Hradec Králové;Česká republika;F-2391;51.9851034;5.8987296;Arnhem;Nizozemsko;1992
S-569810;50.2092264698809;15.8327611359683;Hradec Králové;Česká republika;F-2390;48.736277;19.1461917;Banská Bystrica;Slovensko;1950
S-569810;50.2092264698809;15.8327611359683;Hradec Králové;Česká republika;F-2389;51.4982;31.28935;Černihiv;Ukrajina;2010
S-569810;50.2092264698809;15.8327611359683;Hradec Králové;Česká republika;F-2388;50.5871416;8.6909259;Giessen;Německo;1990
S-569810;50.2092264698809;15.8327611359683;Hradec Králové;Česká republika;F-2387;43.5539997;16.3655;Kaštela;Chorvatsko;1992
S-569810;50.2092264698809;15.8327611359683;Hradec Králové;Česká republika;F-2386;49.119666;6.176905;Metz;Francie;2001
S-569810;50.2092264698809;15.8327611359683;Hradec Králové;Česká republika;F-2385;50.7840092;16.2843553;Walbrzych;Polsko;1991
S-569810;50.2092264698809;15.8327611359683;Hradec Králové;Česká republika;F-2384;51.1078852;17.0385376;Wroclaw;Polsko;2003
S-570109;50.1544004760922;15.460256631507;Chlumec nad Cidlinou;Česká republika;F-2407;48.815052;19.5744054;Valaská;Slovensko;2009
S-570249;50.1917501914652;15.6948951739539;Libčany;Česká republika;F-3253;48.511396;0.354877;le Mele sur Sarthe;Francie;1995
S-570508;50.2414996197772;15.4908139032868;Nový Bydžov;Česká republika;F-2658;48.806356;19.6438876;Brezno;Slovensko;2000
S-570508;50.2414996197772;15.4908139032868;Nový Bydžov;Česká republika;F-2657;45.4812777;7.9067222;Cascinette d´ Ivrea;Itálie;2001
S-570508;50.2414996197772;15.4908139032868;Nový Bydžov;Česká republika;F-2656;46.170448;20.759769;Nadlac;Rumunsko;2010
S-572659;50.4372233522161;15.3516159018191;Jičín;Česká republika;F-2452;48.3273294;9.8926673;Erbach;Německo;1993
S-572926;50.366088281944;15.6318239408125;Hořice;Česká republika;F-2379;49.4794404;19.6937369;Jablonka;Polsko;2010
S-572926;50.366088281944;15.6318239408125;Hořice;Česká republika;F-2378;47.5602543;19.2834633;Kerepes;Maďarsko;2009
S-572926;50.366088281944;15.6318239408125;Hořice;Česká republika;F-2377;49.3613806;19.6139476;Trstená;Slovensko;0
S-573060;50.3308478011116;15.270286978929;Kopidlno;Česká republika;F-2493;50.8498434;16.475679;Swidnica;Polsko;2011
S-573159;50.4310527493643;15.4702792489719;Lužany;Česká republika;F-2493;50.8498434;16.475679;Swidnica;Polsko;2010
S-573990;50.3946691482909;16.0427500747094;Česká Skalice;Česká republika;F-2265;50.4039735;16.5073008;Miasto i Gmina Polanica Zdroj;Polsko;2008
S-573990;50.3946691482909;16.0427500747094;Česká Skalice;Česká republika;F-3554;50.4045608;16.512893;Polanica-Zdrój;Polsko;2002
S-574031;50.5992606896116;16.2994168053768;Hejtmánkovice;Česká republika;F-3155;50.5211075;16.4955167;Scienawka Sriedna;Polsko;2000
S-574066;50.467355531409;16.1447527928668;Horní Radechová;Česká republika;F-3162;50.5542035;16.7978587;Braszowice;Polsko;2002
S-574082;50.4796861726913;16.1822879708854;Hronov;Česká republika;F-2399;50.6907986;16.6229286;Bielawa;Polsko;1998
S-574082;50.4796861726913;16.1822879708854;Hronov;Česká republika;F-2398;50.4427156;16.2426605;Kudowa Zdroj;Polsko;1996
S-574121;50.3561948706274;15.921353478214;Jaroměř;Česká republika;F-2436;50.5983;17.03888;Ziębice;Polsko;0
S-574228;50.5475335163073;16.3419553826079;Martínkovice;Česká republika;F-3275;50.496245;16.5287318;Scinawka Dolna;Polsko;2003
S-574252;50.6246132427101;16.2420491110152;Meziměstí;Česká republika;F-2328;50.6659;16.18882;Mieroszow;Polsko;2000
S-574252;50.6246132427101;16.2420491110152;Meziměstí;Česká republika;F-3286;50.6850152;16.2291523;Sokolowsko;Polsko;1984
S-574252;50.6246132427101;16.2420491110152;Meziměstí;Česká republika;F-3287;50.7700971;16.2822568;Walbrzych - powiat;Polsko;2010
S-574279;50.3445648781664;16.1514549848191;Nové Město nad Metují;Česká republika;F-2647;50.404284;16.3904407;Duszniki Zdrój;Polsko;1997
S-574279;50.3445648781664;16.1514549848191;Nové Město nad Metují;Česká republika;F-2646;51.1678567;6.9352253;Hilden;Německo;1989
S-574279;50.3445648781664;16.1514549848191;Nové Město nad Metují;Česká republika;F-2645;53.395794;-2.571767;Warrington;Velká Británie;1989
S-574554;50.3567695559565;15.8416732403149;Velichovky;Česká republika;F-3480;50.71966;16.345569;Jedlina - Zdrój;Polsko;2004
S-574554;50.3567695559565;15.8416732403149;Velichovky;Česká republika;F-3481;45.379111;5.64541;St. Etienne de Crossey;Francie;2010
S-576191;50.0763666586666;16.1320942572761;Čermná nad Orlicí;Česká republika;F-3096;44.9478451;21.3716513;Češko Selo;Srbsko;2004
S-576191;50.0763666586666;16.1320942572761;Čermná nad Orlicí;Česká republika;F-3097;44.9267;21.4725;Kruščica;Srbsko;2004
S-576191;50.0763666586666;16.1320942572761;Čermná nad Orlicí;Česká republika;F-3098;48.9622318;20.4722853;Spišské Tomášovce;Slovensko;2009
S-576271;50.2920129272999;16.1600041260873;Dobruška;Česká republika;F-2300;46.8110816;17.5644593;Abrahámhegy;Maďarsko;2001
S-576271;50.2920129272999;16.1600041260873;Dobruška;Česká republika;F-2299;51.6551687;16.9564843;Miejska Górka;Polsko;2008
S-576271;50.2920129272999;16.1600041260873;Dobruška;Česká republika;F-2298;50.6828036;16.7434759;Pilawa Górna;Polsko;2011
S-576271;50.2920129272999;16.1600041260873;Dobruška;Česká republika;F-2297;50.5046222;16.3972702;Radków;Polsko;2009
S-576361;50.1226661938279;16.2131804865853;Kostelec nad Orlicí;Česká republika;F-2399;50.6907986;16.6229286;Bielawa;Polsko;2009
S-576361;50.1226661938279;16.2131804865853;Kostelec nad Orlicí;Česká republika;F-2502;48.7504728;17.5651643;Myjava;Slovensko;2004
S-576361;50.1226661938279;16.2131804865853;Kostelec nad Orlicí;Česká republika;F-2501;50.65;11.9833333;Zeulenroda-Triebes;Německo;1998
S-576409;50.2944059658049;15.9990029747877;Králova Lhota;Česká republika;F-3232;49.0214866;19.7939809;Obec Kráľova Lehota;Slovensko;2001
S-576859;50.1513620124227;16.0776912882052;Týniště nad Orlicí;Česká republika;F-2923;48.7471525;19.6560117;Čierny Balog;Slovensko;1999
S-579025;50.561008294926;15.9126846852374;Trutnov;Česká republika;F-2910;50.7852076;16.0237177;Kamienna Góra;Polsko;1997
S-579025;50.561008294926;15.9126846852374;Trutnov;Česká republika;F-2908;51.2781356;17.9890591;Kepno;Polsko;2005
S-579025;50.561008294926;15.9126846852374;Trutnov;Česká republika;F-2906;51.2761574;9.5463023;Lohfelden;Německo;2007
S-579025;50.561008294926;15.9126846852374;Trutnov;Česká republika;F-2904;48.6765247;17.3639576;Senica;Slovensko;1998
