S-579025;50.561008294926;15.9126846852374;Trutnov;Česká republika;F-2902;50.7812167;17.0646124;Strzelin;Polsko;2005
S-579025;50.561008294926;15.9126846852374;Trutnov;Česká republika;F-2493;50.8498434;16.475679;Swidnica;Polsko;1998
S-579025;50.561008294926;15.9126846852374;Trutnov;Česká republika;F-2899;49.7915953;9.9535715;Würzburg;Německo;2008
S-579114;50.6349614288594;15.7105734485339;Černý Důl;Česká republika;F-3103;52.4574597;9.3944824;Grossenheidorn;Německo;2000
S-579114;50.6349614288594;15.7105734485339;Černý Důl;Česká republika;F-3102;50.7758815;15.7555976;Karpacz;Polsko;2009
S-579114;50.6349614288594;15.7105734485339;Černý Důl;Česká republika;F-2985;50.79171;15.83665;Kowary;Polsko;2007
S-579203;50.4317212231898;15.8140080560252;Dvůr Králové nad Labem;Česká republika;F-2316;42.970225;12.085975;Piegaro;Itálie;2001
S-579203;50.4317212231898;15.8140080560252;Dvůr Králové nad Labem;Česká republika;F-2315;49.274228;2.517388;Verneuil en Halatte;Francie;2000
S-579262;50.6585630239156;15.8197291860802;Horní Maršov;Česká republika;F-3160;50.9563551;14.0755442;Kurort-Rathen;Německo;2004
S-579262;50.6585630239156;15.8197291860802;Horní Maršov;Česká republika;F-3159;50.8400599;15.7813713;Myslakowice;Polsko;2008
S-579297;50.5406629435931;15.7233187600999;Hostinné;Česká republika;F-2382;49.6861354;8.6187296;Bensheim;Německo;2002
S-579378;50.5350013186871;16.108986662451;Jívka;Česká republika;F-3193;51.0212945;17.3164789;Jelcz Laskowice;Polsko;2000
S-579432;50.6350029749614;15.658874901002;Lánov;Česká republika;F-3102;50.7758815;15.7555976;Karpacz;Polsko;2004
S-579432;50.6350029749614;15.658874901002;Lánov;Česká republika;F-3241;50.8274316;15.5261478;Szklarska Poreba;Polsko;2004
S-579777;50.5123758073052;16.016050372335;Úpice;Česká republika;F-2939;47.25779;7.66474;Oberbip;Švýcarsko;0
S-579777;50.5123758073052;16.016050372335;Úpice;Česká republika;F-2938;50.84956;15.59851;Piechwice;Polsko;0
S-579858;50.6269681477588;15.6093551658512;Vrchlabí;Česká republika;F-2986;51.2537283;9.4146;Baunatal;Německo;1991
S-579858;50.6269681477588;15.6093551658512;Vrchlabí;Česká republika;F-2985;50.79171;15.83665;Kowary;Polsko;2006
S-579858;50.6269681477588;15.6093551658512;Vrchlabí;Česká republika;F-2984;49.366289;0.082808;Trouville sur Mer;Francie;1993
S-571164;49.9510903417112;15.7955714686083;Chrudim;Česká republika;F-2419;52.0436111;5.6666667;Ede;Nizozemsko;1993
S-571164;49.9510903417112;15.7955714686083;Chrudim;Česká republika;F-2418;51.2134346;17.3898504;Olešnica;Polsko;1998
S-571164;49.9510903417112;15.7955714686083;Chrudim;Česká republika;F-2417;49.3062472;21.5683369;Svidník;Slovensko;1998
S-571911;49.8444957774493;15.8046034194267;Nasavrky;Česká republika;F-2621;49.1223045;20.2672025;Nová Lesná;Slovensko;2003
S-574953;50.105089709476;15.8087464162255;Dříteč;Česká republika;F-3140;48.9467431;21.4249642;Zlatá Baňa;Slovensko;2009
S-574988;50.0660095475823;15.9858948061274;Holice;Česká republika;F-2364;48.6996956;20.8925063;Medzev;Slovensko;1999
S-574988;50.0660095475823;15.9858948061274;Holice;Česká republika;F-2363;50.51092;18.29987;Strzelce Opolskie;Polsko;2006
S-555134;50.0385363127045;15.7802005215842;Pardubice;Česká republika;F-2722;51.9646995;6.2937736;Doetinchem;Nizozemsko;1992
S-555134;50.0385363127045;15.7802005215842;Pardubice;Česká republika;F-2721;46.6691035;11.1639856;Merano;Itálie;2001
S-555134;50.0385363127045;15.7802005215842;Pardubice;Česká republika;F-2720;43.405624;10.473952;Rosignano Marittiomo;Itálie;1965
S-555134;50.0385363127045;15.7802005215842;Pardubice;Česká republika;F-2719;50.171311;12.1339323;Selb;Německo;1991
S-555134;50.0385363127045;15.7802005215842;Pardubice;Česká republika;F-2718;52.017;11.75;Schönebeck;Německo;1993
S-555134;50.0385363127045;15.7802005215842;Pardubice;Česká republika;F-2717;64.750244;20.950917;Skelleftea;Švédsko;1968
S-577731;49.7559359923596;16.4682914625505;Svitavy;Česká republika;F-3568;48.7131896;9.41972639999994;Plochingen;Německo;1991
S-577731;49.7559359923596;16.4682914625505;Svitavy;Česká republika;F-3567;52.6040587;11.8538356;Stendal;Německo;1999
S-577731;49.7559359923596;16.4682914625505;Svitavy;Česká republika;F-3569;48.720478;2.53104189999999;Villecresnes;Francie;2009
S-577731;49.7559359923596;16.4682914625505;Svitavy;Česká republika;F-2869;48.5882665;18.8493777;Žiar nad Hronom;Slovensko;1975
S-577731;49.7559359923596;16.4682914625505;Svitavy;Česká republika;F-2869;48.5882665;18.8493777;Žiar nad Hronom;Slovensko;2006
S-577928;49.6284566300608;16.3467876383428;Bystré;Česká republika;F-3086;58.1486756;24.9553321;Kilingi Nömme;Estonsko;1999
S-577928;49.6284566300608;16.3467876383428;Bystré;Česká republika;F-3085;48.21014;13.35859;Kirchheim im Innkreis;Rakousko;2000
S-577928;49.6284566300608;16.3467876383428;Bystré;Česká republika;F-3088;45.8964093;18.3902802;Palkonya;Maďarsko;1999
S-577928;49.6284566300608;16.3467876383428;Bystré;Česká republika;F-3089;39.2098543;20.1581282;Paxos;Řecko;1999
S-577928;49.6284566300608;16.3467876383428;Bystré;Česká republika;F-3090;43.4714074;11.6867222;Pergine Valdarno;Itálie;1999
S-577928;49.6284566300608;16.3467876383428;Bystré;Česká republika;F-3091;43.4114574;-4.799866;Porrua;Španělsko;1999
S-577928;49.6284566300608;16.3467876383428;Bystré;Česká republika;F-3092;51.962908;10.9556219;Schachdorf Ströbeck - Halberstadt;Německo;1999
S-577928;49.6284566300608;16.3467876383428;Bystré;Česká republika;F-3093;55.320805;10.204504;Tommerup;Dánsko;1999
S-577928;49.6284566300608;16.3467876383428;Bystré;Česká republika;F-3094;52.493681;4.597648;Wijk aan Zee;Nizozemsko;1999
S-578347;49.8720308968886;16.3105207133475;Litomyšl;Česká republika;F-2561;49.0260192;20.5888751;Levoča;Slovensko;2003
S-578347;49.8720308968886;16.3105207133475;Litomyšl;Česká republika;F-2559;53.138874;6.429725;Noordenveld - Roden;Nizozemsko;1991
S-578444;49.7579288340624;16.6642587329298;Moravská Třebová;Česká republika;F-2614;48.4586529;18.8930346;Banská Štiavnica;Slovensko;1997
S-578444;49.7579288340624;16.6642587329298;Moravská Třebová;Česká republika;F-2613;51.35;9.5997222;Stauffenberg;Německo;2005
S-578444;49.7579288340624;16.6642587329298;Moravská Třebová;Česká republika;F-2612;51.907951;4.336366;Vlaardingen;Nizozemsko;1995
S-578487;49.8249970958639;16.5045790544195;Opatov;Česká republika;F-3333;45.8162592;8.9959444;Drezzo;Itálie;2004
S-578576;49.7146443952483;16.2654323677209;Polička;Česká republika;F-2755;47.470517;21.4904329;Ebes;Maďarsko;2004
S-578576;49.7146443952483;16.2654323677209;Polička;Česká republika;F-2754;47.36081;9.68671;Hohenems;Rakousko;1996
S-578576;49.7146443952483;16.2654323677209;Polička;Česká republika;F-2753;52.8577076;6.2960104;Westerveld;Nizozemsko;1991
S-580031;49.9018827526495;16.4472786431048;Česká Třebová;Česká republika;F-2270;45.5755478;9.351072;Agrate Brianza;Itálie;2005
S-580031;49.9018827526495;16.4472786431048;Česká Třebová;Česká republika;F-2269;50.9459276;17.2924017;Olawa;Polsko;2000
S-580031;49.9018827526495;16.4472786431048;Česká Třebová;Česká republika;F-2268;49.0600164;20.2071213;Svit;Slovensko;2005
S-580121;49.9927317096517;16.497656692305;Dolní Dobrouč;Česká republika;F-3119;45.8436111;11.0101666;Rovereto, Marco;Itálie;1999
S-580147;50.0031832072988;16.3896992037447;Libchavy;Česká republika;F-2902;50.7812167;17.0646124;Strzelin;Polsko;2010
S-580431;50.1116040568524;16.5544857412986;Klášterec nad Orlicí;Česká republika;F-3208;50.3479489;16.7684948;Trzebieszowice;Polsko;2003
S-580503;50.1292742359496;16.4999614640382;Kunvald;Česká republika;F-3237;40.1573169;-76.3069014;Lititz v Pensylvanii;Spojené státy americké;2006
S-580511;49.912166499582;16.6118992214782;Lanškroun;Česká republika;F-2548;42.6489074;12.2043888;Castiglione in Teverina;Itálie;1996
S-580511;49.912166499582;16.6118992214782;Lanškroun;Česká republika;F-2547;50.7308605;16.6567892;Dzierzoniów;Polsko;1999
S-580511;49.912166499582;16.6118992214782;Lanškroun;Česká republika;F-2546;49.1373227;20.4295429;Kežmarok;Slovensko;1997
S-580511;49.912166499582;16.6118992214782;Lanškroun;Česká republika;F-2545;52.5103662;21.0691044;Serock;Polsko;1999
S-580538;50.0357998700862;16.4987833666844;Letohrad;Česká republika;F-2551;47.24383;8.53383;Hausen am Albis;Švýcarsko;1996
S-580538;50.0357998700862;16.4987833666844;Letohrad;Česká republika;F-2550;50.7197493;16.8357165;Niemcza;Polsko;2008
S-581186;49.9532031207268;16.1616897547578;Vysoké Mýto;Česká republika;F-2995;51.2774069;8.8709876;Korbach;Německo;2000
S-581186;49.9532031207268;16.1616897547578;Vysoké Mýto;Česká republika;F-2994;53.1460852;14.8924044;Pyrzyce;Polsko;2003
S-581259;50.0860121512686;16.4673768015152;Žamberk;Česká republika;F-3038;41.9754435;14.6628039;Fresagrandinaria;Itálie;2001
S-581259;50.0860121512686;16.4673768015152;Žamberk;Česká republika;F-3037;37.4410476;140.4925685;Miharu;Japonsko;1997
S-581259;50.0860121512686;16.4673768015152;Žamberk;Česká republika;F-3036;51.80344;15.71707;Nowa Sól;Polsko;1996
S-581259;50.0860121512686;16.4673768015152;Žamberk;Česká republika;F-3035;49.2940323;6.8931557;Püttlingen;Německo;1996
S-581259;50.0860121512686;16.4673768015152;Žamberk;Česká republika;F-3034;45.5060682;-91.738225;Rice Lake;Spojené státy americké;1994
S-581259;50.0860121512686;16.4673768015152;Žamberk;Česká republika;F-3033;48.63264;2.312884;Saint Michel sur Orge;Francie;1996
S-581259;50.0860121512686;16.4673768015152;Žamberk;Česká republika;F-3031;51.5189796;13.996908;Senftenberg;Německo;1963
S-581259;50.0860121512686;16.4673768015152;Žamberk;Česká republika;F-3032;48.45221;15.54413;Senftenberg;Rakousko;1996
S-581259;50.0860121512686;16.4673768015152;Žamberk;Česká republika;F-3030;47.092967;17.913785;Vezsprém;Maďarsko;1996
S-569321;49.5768378306633;15.7385423288919;Přibyslav;Česká republika;F-2785;51.7521696;5.8962161;Mook en Middelaar;Nizozemsko;1993
S-569321;49.5768378306633;15.7385423288919;Přibyslav;Česká republika;F-2784;48.6171747;19.1383558;Sliač;Slovensko;2004
S-569569;49.6680077379249;15.403929201661;Světlá nad Sázavou;Česká republika;F-2867;46.1113296;12.899138;Spilimbergo;Itálie;2007
S-569569;49.6680077379249;15.403929201661;Světlá nad Sázavou;Česká republika;F-2866;51.294469;22.147076;Wawolnica;Polsko;1996
S-569780;49.6959555765464;15.8135985259242;Ždírec nad Doubravou;Česká republika;F-3518;48.2897713;15.9409704;Marktgemeinde Michelhausen;Rakousko;2006
S-586846;49.396099985009;15.5912395356656;Jihlava;Česká republika;F-2456;48.6835077;10.1544437;Heidenheim;Německo;2002
S-586846;49.396099985009;15.5912395356656;Jihlava;Česká republika;F-2455;52.5143815;4.9640611;Purmerend;Nizozemsko;1991
S-586846;49.396099985009;15.5912395356656;Jihlava;Česká republika;F-2454;48.6208;22.287883;Užhorod;Ukrajina;2010
S-587761;49.1452037773186;15.475227119155;Radkov;Česká republika;F-3380;48.9710116;18.6975306;Vrícko;Slovensko;2011
S-588024;49.1841750732982;15.4527458727659;Telč;Česká republika;F-2893;48.1514404;17.8757207;Šala;Slovensko;1980
S-588024;49.1841750732982;15.4527458727659;Telč;Česká republika;F-2892;48.8152288;15.2868771;Waidhofen an der Thaya;Rakousko;1991
S-547492;49.4313383822359;15.2233504131672;Pelhřimov;Česká republika;F-2726;49.2090236;19.2953678;Dolný Kubín;Slovensko;0
S-547492;49.4313383822359;15.2233504131672;Pelhřimov;Česká republika;F-2725;48.17533;14.52485;Sankt Valentin;Rakousko;0
S-547778;49.511232319057;15.1783583861552;Červená Řečice;Česká republika;F-3105;46.81939;7.54802;Kirchdorf;Švýcarsko;1992
S-548111;49.303034615033;15.0751809869876;Kamenice nad Lipou;Česká republika;F-2470;52.01327;16.52708;Śmigiel;Polsko;2006
S-548111;49.303034615033;15.0751809869876;Kamenice nad Lipou;Česká republika;F-2469;48.35961;14.89969;St. Georgen am Walde;Rakousko;2007
S-548511;49.4707640609827;15.0016722103786;Pacov;Česká republika;F-2715;47.318;8.42151;Arni;Švýcarsko;1994
S-548561;49.2601997757584;15.2402138092291;Počátky;Česká republika;F-2749;46.8796457;7.6211493;Konolfingen;Švýcarsko;1992
S-548561;49.2601997757584;15.2402138092291;Počátky;Česká republika;F-2748;49.3661789;19.41069;Lokca;Slovensko;1998
S-549215;49.5298359473972;15.2218026223378;Želiv;Česká republika;F-3520;46.8166667;7.5833333;Kiesn;Švýcarsko;1992
S-590266;49.2149215711795;15.8816542235876;Třebíč;Česká republika;F-2914;48.9338752;21.9107213;Humenné;Slovensko;0
S-590266;49.2149215711795;15.8816542235876;Třebíč;Česká republika;F-2913;48.0188;15.5977;Lilienfeld;Rakousko;0
S-590266;49.2149215711795;15.8816542235876;Třebíč;Česká republika;F-2912;51.3006128;13.1059825;Oschatz;Německo;0
S-590789;49.0189829423084;15.5699297244499;Jemnice;Česká republika;F-2442;48.84812;15.4918;Raabs an der Thaya;Rakousko;1999
S-590789;49.0189829423084;15.5699297244499;Jemnice;Česká republika;F-2441;54.0498;21.1458;Reszel;Polsko;2004
S-591211;49.2072616158113;16.1584859890316;Náměšť nad Oslavou;Česká republika;F-2619;49.2712185;21.9035368;Medzilaborce;Slovensko;2001
S-595209;49.5626325477781;15.9392377233623;Žďár nad Sázavou;Česká republika;F-3047;44.232967;4.933384;Cairanne;Francie;2003
S-595209;49.5626325477781;15.9392377233623;Žďár nad Sázavou;Česká republika;F-3046;50.7367;3.73852;Flobecq;Belgie;1999
S-595209;49.5626325477781;15.9392377233623;Žďár nad Sázavou;Česká republika;F-3045;50.895434;12.3550615;Schmölln;Německo;2001
S-595292;49.4792107713782;15.8758158027113;Bohdalov;Česká republika;F-3059;52.1088445;16.7015677;Stare Oborzyska, Gmina Koscian;Polsko;2003
S-595411;49.5229450406612;16.2614659599974;Bystřice nad Pernštejnem;Česká republika;F-2255;50.8173491;12.3906771;Crimmitchau;Německo;1970
S-595411;49.5229450406612;16.2614659599974;Bystřice nad Pernštejnem;Česká republika;F-2254;48.8903354;21.6829836;Vranov nad Toplou;Slovensko;2006
S-595772;49.6371870802664;16.2263181512333;Jimramov;Česká republika;F-3189;43.635993;5.528175;Meyrargues;Francie;1993
S-596230;49.5614420315313;16.0741812297963;Nové Město na Moravě;Česká republika;F-2639;51.387577;5.448807;Waalre;Nizozemsko;1998
S-596230;49.5614420315313;16.0741812297963;Nové Město na Moravě;Česká republika;F-2638;46.2875185;11.567037;Ziano di Fiemme;Itálie;1998
S-596647;49.5202154668386;16.200095722697;Rozsochy;Česká republika;F-3397;49.5579944;22.0966714;Pisarowce;Polsko;2008
S-596647;49.5202154668386;16.200095722697;Rozsochy;Česká republika;F-3396;48.8211237;21.6951282;Sačurov;Slovensko;2008
S-596876;49.6346711571824;15.9259304208878;Škrdlovice;Česká republika;F-3457;49.337819;20.002872;Poronin;Polsko;2008
S-596973;49.2886250637482;16.2258524383625;Velká Bíteš;Česká republika;F-2954;49.0273699;21.5036663;Hanušovice nad Ťoplou;Slovensko;0
S-596973;49.2886250637482;16.2258524383625;Velká Bíteš;Česká republika;F-2953;45.2829814;9.2975185;Torrevecchia Pia;Itálie;2007
S-597007;49.3552161323497;16.0122405934436;Velké Meziříčí;Česká republika;F-2960;44.647115;10.9251857;Modena;Itálie;2006
S-597007;49.3552161323497;16.0122405934436;Velké Meziříčí;Česká republika;F-2959;42.949505;13.878117;San Benedetto del Tronto;Itálie;2004
S-597007;49.3552161323497;16.0122405934436;Velké Meziříčí;Česká republika;F-2958;60.5099434;14.2253417;Vansbro;Švédsko;1969
S-581283;49.3631337782849;16.6431530578262;Blansko;Česká republika;F-2197;43.781493;1.405246;BOULOC;Francie;2009
S-581283;49.3631337782849;16.6431530578262;Blansko;Česká republika;F-2196;47.7625006;18.1305954;KOMÁRNO;Slovensko;2005
S-581283;49.3631337782849;16.6431530578262;Blansko;Česká republika;F-2195;51.2070067;16.1553231;LEGNICA;Polsko;2000
S-581283;49.3631337782849;16.6431530578262;Blansko;Česká republika;F-2194;47.60687;15.67171;MÜRZZUSCHLAG;Rakousko;1992
S-581283;49.3631337782849;16.6431530578262;Blansko;Česká republika;F-2193;44.5975185;10.6917222;SCANDIANO;Itálie;1964
S-581372;49.4875114441414;16.6599728456601;Boskovice;Česká republika;F-2218;50.667325;3.619152;Frasnes-lez-Anvaing;Belgie;208
S-581372;49.4875114441414;16.6599728456601;Boskovice;Česká republika;F-2217;48.2192418;18.6065015;Levice;Slovensko;2008
S-581372;49.4875114441414;16.6599728456601;Boskovice;Česká republika;F-2216;51.76623;20.25623;Rawa Mazowiecka;Polsko;2006
S-581682;49.344530902809;16.7559528495742;Jedovnice;Česká republika;F-3187;48.1723102;11.7159097;Aschheim;Německo;2000
S-581763;49.3551056090557;16.7843569891681;Kotvrdovice;Česká republika;F-3187;48.1723102;11.7159097;Aschheim;Německo;1997
S-582646;49.6123707448973;16.6794703131145;Velké Opatovice;Česká republika;F-2964;51.768921;10.80635;Elbingerode;Německo;1968
S-582646;49.6123707448973;16.6794703131145;Velké Opatovice;Česká republika;F-2963;46.1552257;14.9986159;Kotrëdež;Slovinsko;0
S-582646;49.6123707448973;16.6794703131145;Velké Opatovice;Česká republika;F-2962;43.1845583;16.6011191;Stari Grad;Chorvatsko;2004
S-582786;49.1918627491147;16.6110895491627;Brno;Česká republika;F-3557;48.1462386;17.1072618000001;Bratislava;Slovensko;0
S-582786;49.1918627491147;16.6110895491627;Brno;Česká republika;F-2236;32.6425241;-96.8284343;Dallas;Spojené státy americké;1991
S-582786;49.1918627491147;16.6110895491627;Brno;Česká republika;F-2235;49.9935;36.230383;Charkov;Ukrajina;2008
S-582786;49.1918627491147;16.6110895491627;Brno;Česká republika;F-2234;54.8968721;23.8924264;Kaunas;Litva;1994
S-582786;49.1918627491147;16.6110895491627;Brno;Česká republika;F-2233;53.801279;-1.548567;Leeds;Velká Británie;2003
S-582786;49.1918627491147;16.6110895491627;Brno;Česká republika;F-2232;51.3490384;12.3938226;Lipsko;Německo;1973
S-582786;49.1918627491147;16.6110895491627;Brno;Česká republika;F-2231;55.75;37.6166667;Moskva;Rusko;2006
S-582786;49.1918627491147;16.6110895491627;Brno;Česká republika;F-2230;52.406374;16.9251681;Poznaň;Polsko;1966
S-582786;49.1918627491147;16.6110895491627;Brno;Česká republika;F-2229;48.113475;-1.675708;Rennes;Francie;1965
S-582786;49.1918627491147;16.6110895491627;Brno;Česká republika;F-2228;48.20353;15.63817;St. Poelten;Rakousko;1991
S-582786;49.1918627491147;16.6110895491627;Brno;Česká republika;F-2227;48.7754181;9.1817588;Stuttgart;Německo;1989
S-582786;49.1918627491147;16.6110895491627;Brno;Česká republika;F-2226;52.0901422;5.1096649;Utrecht;Nizozemsko;1993
S-582786;49.1918627491147;16.6110895491627;Brno;Česká republika;F-2225;48.2081743;16.3738189;Vídeň;Rakousko;1998
S-582786;49.1918627491147;16.6110895491627;Brno;Česká republika;F-2224;51.65;39.2;Voroněž;Rusko;1967
S-551287;49.2064618130337;16.6977710162492;Brno-Líšeň;Česká republika;F-3072;48.8113;9.1588;Stuttgart-Feuerbach;Německo;2009
S-582956;49.0701090268614;16.4649249675479;Dolní Kounice;Česká republika;F-3121;46.401343;-0.249778;Azay-Le-Brulé;Francie;2004
S-582956;49.0701090268614;16.4649249675479;Dolní Kounice;Česká republika;F-3122;43.6409629;11.9859629;Caprese Michelangelo;Itálie;2004
S-583120;49.1014421207056;16.3775217629866;Ivančice;Česká republika;F-2424;46.3437099;14.1718453;Radovljica;Slovinsko;2008
S-583120;49.1014421207056;16.3775217629866;Ivančice;Česká republika;F-2423;48.2045764;17.6424312;Sládkovičovo;Slovensko;2011
S-583120;49.1014421207056;16.3775217629866;Ivančice;Česká republika;F-2422;45.641437;0.192981;Soyaux;Francie;2002
S-583120;49.1014421207056;16.3775217629866;Ivančice;Česká republika;F-2421;48.2749212;17.0318863;Stupava;Slovensko;2010
S-583197;49.2637044230929;16.714522354871;Kanice;Česká republika;F-3206;48.37695;16.26404;Spillern;Rakousko;1992
S-583251;49.2985164241625;16.5314434150594;Kuřim;Česká republika;F-2526;48.4470195;17.7642099;Leopoldov;Slovensko;2004
S-583367;49.0350866099872;16.5223840454277;Medlov;Česká republika;F-3277;50.8829633;16.9905967;Borów;Polsko;2009
S-583588;49.1233437539637;16.3365315494891;Oslavany;Česká republika;F-2694;51.3944697;12.2240071;Schkeuditz;Německo;2005
S-583588;49.1233437539637;16.3365315494891;Oslavany;Česká republika;F-2693;44.2998749;15.0871972;Vir;Chorvatsko;2009
S-583677;49.2097630933946;16.7907471503537;Pozořice;Česká republika;F-3364;48.1881878;17.2572282;Ivanka pri Dunaji;Slovensko;2006
S-583782;49.1823174521936;16.3878731484516;Rosice;Česká republika;F-2798;45.5705109;9.0288777;Lainate;Itálie;2004
S-583782;49.1823174521936;16.3878731484516;Rosice;Česká republika;F-2797;57.6274369;25.6837093;Strenči;Lotyšsko;2004
S-584002;49.3487169629964;16.4243818517303;Tišnov;Česká republika;F-2897;48.6125537;21.0008755;Moldava nad Bodvou;Slovensko;2001
S-584002;49.3487169629964;16.4243818517303;Tišnov;Česká republika;F-2896;48.2861682;17.7337667;Sereď;Slovensko;2003
S-584002;49.3487169629964;16.4243818517303;Tišnov;Česká republika;F-2895;51.35412;19.88512;Sulejow;Polsko;2006
S-584282;49.0395215477886;16.6188138481842;Židlochovice;Česká republika;F-3051;48.7164972;17.1215546;Gbely;Slovensko;2004
S-584282;49.0395215477886;16.6188138481842;Židlochovice;Česká republika;F-3050;48.64384;16.72141;Grosskrut;Rakousko;2009
S-584282;49.0395215477886;16.6188138481842;Židlochovice;Česká republika;F-3049;48.5472222;22.9861111;Svaljava;Ukrajina;2005
S-584801;48.9811835727771;16.5244608462931;Pohořelice;Česká republika;F-2249;48.6651056;17.5401902;Brezová pod Bradlom;Slovensko;2005
S-584801;48.9811835727771;16.5244608462931;Pohořelice;Česká republika;F-2751;50.6777242;19.2149093;Poraj;Polsko;1995
S-595527;49.3609909625863;16.3587080472179;Dolní Loučky;Česká republika;F-3124;48.3095222;17.2875633;Vinosady;Slovensko;2009
S-584860;48.8581075737122;16.8133179230384;Rakvice;Česká republika;F-3386;48.2662613;17.4196551;Blatné;Slovensko;2007
S-584860;48.8581075737122;16.8133179230384;Rakvice;Česká republika;F-3387;47.6902;18.8978;Pilisszetkereszt (Mlynky);Maďarsko;0
S-585009;48.99167392283;16.6720903870168;Velké Němčice;Česká republika;F-3487;48.4662884;17.4395804;Horné Orešany;Slovensko;1992
S-584291;48.7589624810324;16.8820504872046;Břeclav;Česká republika;F-2250;49.8548934;19.3412842;Andrychóv;Polsko;2005
S-584291;48.7589624810324;16.8820504872046;Břeclav;Česká republika;F-2249;48.6651056;17.5401902;Brezová pod Bradlom;Slovensko;2006
S-584291;48.7589624810324;16.8820504872046;Břeclav;Česká republika;F-2246;41.4734263;13.1817159;Priverno;Itálie;2008
S-584291;48.7589624810324;16.8820504872046;Břeclav;Česká republika;F-2245;48.3735186;17.5951127;Trnava;Slovensko;1993
S-584291;48.7589624810324;16.8820504872046;Břeclav;Česká republika;F-2244;48.6108;16.43466;Zwentendorf;Rakousko;1989
S-584347;48.91302152232;16.8530760666278;Bořetice;Česká republika;F-3068;48.7734213;17.2766969;Radošovce;Slovensko;2009
S-584363;48.9607931180138;16.8961657548173;Brumovice;Česká republika;F-3074;48.2386821;17.0348442;Záhorská Bystrica;Slovensko;2004
S-584576;48.746845404746;16.9787108187741;Kostice;Česká republika;F-3221;48.6149393;17.0498101;Borský Sv.Jur;Slovensko;2010
S-584622;48.7244263551006;16.9669710164725;Lanžhot;Česká republika;F-3243;48.6442814;16.9033315;Rabensburg;Rakousko;1990
S-584754;48.809611968411;16.4937371430351;Nový Přerov;Česká republika;F-3330;48.75476;16.4997;Wildendurnbach;Rakousko;2001
S-586021;48.848932054838;17.1324619982781;Hodonín;Česká republika;F-2357;43.9584444;12.7386111;Cattolica;Itálie;1997
S-586021;48.848932054838;17.1324619982781;Hodonín;Česká republika;F-2356;48.8081982;17.1624456;Holíč;Slovensko;2003
S-586021;48.848932054838;17.1324619982781;Hodonín;Česká republika;F-2355;49.7445663;21.4722875;Jaslo;Polsko;2009
S-586021;48.848932054838;17.1324619982781;Hodonín;Česká republika;F-2354;51.571499;10.949238;Stolberg/Harz;Německo;2002
S-586021;48.848932054838;17.1324619982781;Hodonín;Česká republika;F-2353;48.6296066;21.7197396;Trebišov;Slovensko;2008
S-586021;48.848932054838;17.1324619982781;Hodonín;Česká republika;F-2352;48.5423;16.76059;Zistersdorf;Rakousko;1990
S-586081;48.9733641636704;17.2668639306988;Bzenec;Česká republika;F-2258;51.9411082;11.4281059;Egeln;Německo;2009
S-586081;48.9733641636704;17.2668639306988;Bzenec;Česká republika;F-2257;47.398435;-0.537242;Murs-Erigné;Francie;1998
S-586200;49.0232881991381;17.1798374596122;Hýsly;Česká republika;F-3549;49.4309701;19.3414915;Beňadovo;Slovensko;2012
S-586307;49.0101767987626;17.1225391959538;Kyjov;Česká republika;F-2541;43.9378311;15.4444164;Biograd na Moru;Chorvatsko;2011
S-586307;49.0101767987626;17.1225391959538;Kyjov;Česká republika;F-2540;48.56911;16.07764;Hollabrunn;Rakousko;2005
S-586307;49.0101767987626;17.1225391959538;Kyjov;Česká republika;F-2539;43.9945025;10.2275101;Seravezza;Itálie;2010
S-586307;49.0101767987626;17.1225391959538;Kyjov;Česká republika;F-2538;49.617779;0.755212;Yvetot;Francie;1998
S-586331;48.9151691227964;17.4892855295667;Louka;Česká republika;F-3258;48.7990783;17.4686785;Vrbovce;Slovensko;2007
S-586561;48.8746874793903;16.9881934497049;Starý Poddvorov;Česká republika;F-3424;46.9626414;13.1903639;Lasse;Rakousko;2002
S-586587;48.9010185904128;17.3168173973966;Strážnice;Česká republika;F-2848;38.8335874;20.7073527;Lefkada;Řecko;1987
S-586587;48.9010185904128;17.3168173973966;Strážnice;Česká republika;F-2847;48.8460561;17.2278639;Skalica;Slovensko;1995
S-586625;48.9836656534347;17.0949214758996;Svatobořice-Mistřín;Česká republika;F-3441;48.4657012;17.4938478;Boleráz;Slovensko;2009
S-586625;48.9836656534347;17.0949214758996;Svatobořice-Mistřín;Česká republika;F-3443;48.7196;16.38721;Laa an der Thaya;Rakousko;2009
S-586714;48.8825709154688;17.5206108630423;Velká nad Veličkou;Česká republika;F-2956;54.20801;19.11753;Nowy Dwór Gdański;Polsko;2008
S-586722;48.9536343512123;17.3764949109375;Veselí nad Moravou;Česká republika;F-2968;44.5114074;11.131574;Crespellano;Itálie;2000
S-586722;48.9536343512123;17.3764949109375;Veselí nad Moravou;Česká republika;F-2967;48.4363404;17.0182641;Malacky;Slovensko;1998
S-586722;48.9536343512123;17.3764949109375;Veselí nad Moravou;Česká republika;F-2966;52.8493847;17.719477;Žnin;Polsko;1998
S-586749;48.989601317378;17.1635708595925;Vlkoš;Česká republika;F-3502;48.6772638;17.4441513;Prietrž;Slovensko;2004
S-592889;49.2774695080212;16.9989797555934;Vyškov;Česká republika;F-3000;51.1229322;13.1167196;Doebeln;Německo;1992
